编号,性别,年龄,参数1,参数2,参数3,入股时间,参数4,股票,参数5,参数6
662046,Female,42,1,43,0,1-2 Year,Yes,1315,868,5083
332907,Male,33,1,42,0,1-2 Year,Yes,17240,182,2533
514140,Male,58,1,55,0,> 2 Years,Yes,1315,182,952
406797,Female,17,1,18,1,< 1 Year,No,10106,1064,1547
218470,Male,44,1,36,0,1-2 Year,Yes,14155.5,1078,1632
219943,Male,46,1,35,0,1-2 Year,Yes,1315,868,4029
203361,Female,18,1,44,1,< 1 Year,No,15740,1064,2907
205362,Male,14,1,57,0,< 1 Year,Yes,18757,1064,221
507797,Female,43,1,35,1,1-2 Year,No,24378,868,1904
390202,Male,34,1,35,0,< 1 Year,Yes,13925,182,1309
340089,Male,28,1,34,1,1-2 Year,No,19843.5,868,1003
376520,Male,22,1,15,0,< 1 Year,Yes,22667,868,4964
427522,Male,43,1,35,0,1-2 Year,Yes,1315,1092,3468
344945,Female,51,1,43,1,1-2 Year,No,17644,182,1445
273990,Female,16,1,22,0,< 1 Year,Yes,16570,1064,2414
591103,Male,36,1,35,0,> 2 Years,Yes,28508,182,1700
380354,Male,17,1,48,1,< 1 Year,No,11312.5,1064,2465
413444,Female,48,1,35,0,1-2 Year,No,12664,1078,3876
508088,Female,16,1,22,1,< 1 Year,No,19547,1064,3638
279978,Male,36,1,54,0,1-2 Year,No,1315,98,731
515239,Female,39,1,15,0,1-2 Year,Yes,23873,868,4794
518986,Male,44,1,57,1,1-2 Year,No,17122.5,56,3774
650181,Female,26,1,24,0,< 1 Year,Yes,49424.5,868,4488
318161,Female,18,1,57,0,< 1 Year,Yes,18499,868,816
703355,Female,19,1,48,1,< 1 Year,No,16286,1064,3825
331761,Female,30,1,15,0,1-2 Year,Yes,18181.5,182,2737
235897,Male,19,1,23,0,< 1 Year,No,13612.5,1064,4352
267985,Male,59,1,10,0,1-2 Year,Yes,17720,868,2295
504988,Female,36,1,15,0,1-2 Year,Yes,32277.5,182,3502
455925,Male,13,1,25,1,< 1 Year,No,1315,1120,2941
283359,Male,49,1,35,0,> 2 Years,Yes,1315,182,2941
702178,Female,14,1,48,1,< 1 Year,No,18428.5,1064,1836
487327,Male,14,1,48,1,< 1 Year,No,24693,1064,1853
390822,Male,21,1,43,0,< 1 Year,Yes,1315,1120,221
277992,Female,19,1,10,1,< 1 Year,No,16520,1064,3264
499631,Female,40,1,15,0,1-2 Year,Yes,22173.5,868,3043
421011,Male,27,1,18,1,1-2 Year,No,21965.5,1078,2567
283908,Female,31,1,15,1,1-2 Year,No,20596,868,2550
663955,Female,19,1,35,1,< 1 Year,No,20241.5,1064,3893
533922,Male,45,1,35,1,1-2 Year,No,20510.5,182,867
689857,Male,55,1,21,1,1-2 Year,No,18805,182,833
340428,Male,44,1,56,0,1-2 Year,Yes,1315,854,2227
307248,Male,13,1,39,0,< 1 Year,Yes,17855,1120,3706
332513,Female,26,1,25,1,< 1 Year,Yes,15360.5,1078,4165
519898,Female,18,1,15,1,< 1 Year,No,13355.5,1064,1445
358856,Male,38,1,42,1,1-2 Year,No,16092.5,868,3740
305457,Female,18,1,48,1,< 1 Year,No,18685,1064,1326
477298,Female,30,1,35,0,1-2 Year,Yes,14565.5,182,2839
499497,Male,62,1,48,1,1-2 Year,No,14633.5,182,663
657335,Male,42,1,36,0,1-2 Year,Yes,1315,182,5049
421335,Male,16,1,41,1,< 1 Year,No,14587.5,1064,4046
708165,Male,39,1,35,1,1-2 Year,No,23403.5,868,3009
325934,Male,19,1,34,0,< 1 Year,Yes,1315,1064,255
236136,Male,61,1,35,1,1-2 Year,Yes,20141.5,854,1819
634361,Female,17,1,52,1,< 1 Year,No,12484.5,1064,2788
319999,Male,39,1,34,0,1-2 Year,Yes,14374.5,868,1598
393294,Male,16,1,15,1,< 1 Year,No,21532.5,1120,391
381818,Male,25,1,37,1,< 1 Year,Yes,16565.5,1141,2533
378585,Male,55,1,35,1,1-2 Year,No,11711,1078,2601
483166,Female,16,1,37,1,< 1 Year,No,11030,1064,3825
565676,Female,15,1,15,1,< 1 Year,No,26277.5,1064,1428
642773,Male,50,1,35,0,> 2 Years,Yes,21471,182,204
561259,Female,14,1,53,1,< 1 Year,No,8559.5,1120,3128
204561,Female,17,1,35,0,< 1 Year,Yes,1315,1064,4471
393325,Male,25,1,18,1,< 1 Year,Yes,10643.5,868,1411
356723,Male,17,1,35,0,1-2 Year,Yes,15786,868,4386
291976,Male,38,1,40,0,> 2 Years,Yes,1315,868,4726
553791,Female,39,1,35,1,1-2 Year,No,17848.5,182,544
403207,Male,47,1,35,0,1-2 Year,Yes,20239.5,1050,4794
286390,Male,62,1,35,0,> 2 Years,Yes,20805,182,3587
449442,Male,22,1,13,1,< 1 Year,No,15314,1064,2380
280914,Male,44,1,48,0,1-2 Year,Yes,1315,952,3043
601286,Male,18,1,35,1,< 1 Year,No,17699,1064,3060
405699,Male,47,1,38,0,1-2 Year,Yes,1315,63,1683
501017,Male,57,1,15,1,1-2 Year,No,17723.5,182,4573
257214,Female,15,1,48,1,< 1 Year,No,20824.5,1064,2295
393978,Female,47,1,22,0,1-2 Year,No,15015,868,1054
370463,Male,64,1,46,0,1-2 Year,Yes,21476.5,868,4080
204955,Female,16,1,15,1,< 1 Year,No,27222,1064,1700
709475,Female,24,1,42,0,1-2 Year,Yes,15815,868,3043
227484,Male,15,1,54,1,< 1 Year,No,21853.5,1064,306
687027,Male,49,1,36,0,1-2 Year,Yes,1315,182,1547
561147,Male,17,1,18,1,< 1 Year,No,16048,1064,4403
495131,Female,19,1,37,1,< 1 Year,No,11468,1064,4165
461462,Female,37,1,10,0,1-2 Year,Yes,15451,182,1224
342371,Male,39,1,36,1,1-2 Year,No,1315,182,4828
212839,Female,18,1,48,1,< 1 Year,No,14877,1064,646
240172,Female,17,1,29,0,< 1 Year,No,15118,1064,1411
697433,Male,41,1,48,1,1-2 Year,No,16040.5,868,4352
207246,Female,33,1,18,0,1-2 Year,Yes,13921,868,3774
582285,Male,58,1,53,1,1-2 Year,Yes,1315,658,5015
500911,Female,19,1,37,1,< 1 Year,No,16601.5,1064,442
305196,Female,18,1,53,0,< 1 Year,No,15021,1064,4811
241619,Male,43,1,35,1,1-2 Year,No,17228,868,4318
614049,Female,17,1,21,1,< 1 Year,No,14294,1064,1003
509627,Male,17,1,15,1,< 1 Year,No,14856,1064,884
687294,Male,30,1,9,0,1-2 Year,Yes,18435,868,1649
457591,Male,14,1,18,1,< 1 Year,No,22148.5,1064,255
404190,Male,70,1,40,0,1-2 Year,Yes,1315,868,170
295653,Female,22,1,35,0,< 1 Year,Yes,22651,868,4981
203063,Male,17,1,20,0,< 1 Year,No,11782,1064,765
563170,Male,18,1,13,0,< 1 Year,Yes,16521,868,2533
360805,Female,33,1,42,0,1-2 Year,Yes,1315,868,3825
432947,Female,13,1,57,0,< 1 Year,Yes,11594.5,1120,2907
239033,Female,14,1,15,1,< 1 Year,No,25449,1120,4879
308805,Female,20,1,9,1,< 1 Year,No,13579,1064,595
451532,Female,19,1,52,1,< 1 Year,No,12908.5,1064,935
392704,Female,17,1,23,1,< 1 Year,No,7051.5,1064,2550
356673,Male,35,1,56,1,1-2 Year,No,14503.5,868,3876
434481,Male,18,1,47,1,< 1 Year,No,9221,1064,2074
318687,Male,18,1,52,1,< 1 Year,No,14450,1064,3723
308870,Male,69,1,35,0,1-2 Year,Yes,24430,868,1139
303156,Female,20,1,54,1,< 1 Year,No,17215.5,1064,3349
448553,Male,42,1,48,1,1-2 Year,No,20431.5,868,1530
479343,Female,17,1,35,0,< 1 Year,No,13686,1064,697
433615,Male,44,1,25,0,1-2 Year,No,11682,182,3791
377616,Male,62,1,7,0,1-2 Year,Yes,1315,854,221
306016,Female,27,1,54,0,1-2 Year,Yes,20921,182,4845
697349,Male,27,1,15,0,1-2 Year,Yes,23596.5,49,1190
514235,Female,17,1,12,1,< 1 Year,No,15268,182,2363
327256,Female,53,1,35,0,> 2 Years,Yes,21195.5,868,4131
411592,Female,19,1,43,1,< 1 Year,No,22125.5,1057,4029
398550,Male,54,1,35,0,> 2 Years,Yes,20791.5,182,4692
652319,Male,16,1,57,1,< 1 Year,No,20566,1064,357
526393,Male,49,1,40,1,1-2 Year,No,18065.5,182,4981
436415,Female,15,1,18,1,< 1 Year,No,16296.5,1120,3230
273051,Female,14,1,22,1,< 1 Year,No,14106,1064,4250
438770,Male,21,1,35,1,< 1 Year,No,20093,1064,4369
281525,Male,27,1,32,1,1-2 Year,No,1315,1064,4063
235010,Female,43,1,52,1,1-2 Year,No,10900.5,868,1054
461942,Female,16,1,18,0,< 1 Year,Yes,15071.5,868,2142
355274,Female,44,1,35,0,1-2 Year,Yes,23858.5,854,374
550917,Female,31,1,54,0,1-2 Year,Yes,13774.5,868,1445
226086,Male,28,1,36,0,1-2 Year,Yes,11461,868,3808
415618,Female,23,1,35,0,1-2 Year,Yes,25152.5,868,2788
347496,Male,70,1,15,0,1-2 Year,Yes,30543.5,49,2227
465054,Male,39,1,35,1,1-2 Year,No,16810.5,868,1870
637458,Female,14,1,53,1,< 1 Year,No,12669,1120,3519
411049,Male,14,1,57,0,< 1 Year,Yes,7569,1120,3349
628627,Female,21,1,37,1,< 1 Year,No,12172.5,1064,2023
350278,Male,15,1,22,1,< 1 Year,No,16161,1064,4267
489859,Female,13,1,20,1,< 1 Year,No,14151,1120,2159
430093,Male,15,1,36,1,< 1 Year,No,1315,1064,2040
357545,Female,35,1,22,0,1-2 Year,Yes,17025,175,3893
571640,Female,41,1,55,0,> 2 Years,Yes,1315,105,1649
559209,Male,33,1,54,1,1-2 Year,No,14165.5,112,4998
241190,Female,49,1,48,1,1-2 Year,No,18025,1064,2533
393793,Male,46,1,35,0,1-2 Year,Yes,28714,182,748
615008,Female,21,1,42,1,< 1 Year,No,27442,1057,3366
204556,Male,20,1,42,1,< 1 Year,No,18956.5,1064,3502
604447,Female,29,1,53,1,1-2 Year,No,14335.5,1064,867
665880,Male,28,1,53,1,1-2 Year,No,15759,182,1938
290687,Female,21,1,37,1,< 1 Year,No,16443,1064,1785
299798,Male,14,1,9,0,< 1 Year,Yes,15087.5,1120,1887
446226,Female,26,1,22,1,< 1 Year,No,17061,1064,1428
445633,Male,19,1,28,1,< 1 Year,No,18412,1064,3774
691464,Female,14,1,43,1,< 1 Year,No,18246,1064,1785
498077,Female,16,1,28,1,< 1 Year,No,18116.5,1064,1972
481804,Female,53,1,35,0,> 2 Years,Yes,20428,868,612
568506,Male,18,1,52,1,< 1 Year,No,10852.5,1064,850
691931,Female,58,1,36,1,1-2 Year,No,19986,868,731
412967,Male,70,1,15,0,1-2 Year,Yes,26694,854,2278
219764,Male,58,1,19,0,1-2 Year,Yes,1315,868,2125
633242,Male,44,1,35,0,1-2 Year,Yes,11612.5,182,4012
365723,Male,42,1,53,0,1-2 Year,No,10496,182,3842
312297,Male,46,1,36,0,1-2 Year,Yes,1315,1099,3723
418309,Female,29,1,35,0,1-2 Year,Yes,15155.5,868,1071
529344,Female,18,1,48,1,< 1 Year,No,17124.5,1064,2040
391605,Female,55,1,15,0,1-2 Year,Yes,1315,182,4471
537283,Female,45,1,34,1,1-2 Year,No,15061,868,1394
344710,Male,39,1,35,0,1-2 Year,Yes,17824,868,5066
243965,Female,17,1,9,1,< 1 Year,No,14675,1064,340
528291,Female,38,1,35,0,1-2 Year,Yes,15313.5,182,1292
373111,Female,27,1,53,1,1-2 Year,Yes,13154.5,868,4012
380092,Male,51,1,35,1,1-2 Year,No,20643,868,2108
214812,Male,37,1,35,1,1-2 Year,No,13294.5,182,3604
418481,Male,14,1,11,0,< 1 Year,Yes,17554,1120,2295
411861,Female,14,1,53,0,< 1 Year,Yes,28724.5,1064,4658
308665,Female,17,1,39,0,< 1 Year,No,16198.5,1064,3859
285342,Male,30,1,35,1,1-2 Year,No,18293,868,4981
487450,Female,40,1,35,0,1-2 Year,Yes,16438,182,4896
300853,Female,16,1,43,0,< 1 Year,Yes,1315,1064,1734
254673,Female,46,1,33,1,1-2 Year,No,11945,182,4029
396030,Male,24,1,54,0,1-2 Year,No,1315,1092,4471
561841,Female,16,1,42,1,< 1 Year,No,15408.5,1064,3213
203186,Male,17,1,13,1,< 1 Year,No,20915,1120,1785
703928,Female,27,1,15,1,< 1 Year,No,14960,1064,3621
650306,Male,13,1,32,1,< 1 Year,No,12347.5,1120,3451
286128,Female,64,1,36,1,1-2 Year,No,1315,945,578
536897,Male,21,1,53,0,< 1 Year,Yes,11943,1064,3570
673040,Male,20,1,28,1,< 1 Year,No,16630.5,1064,4471
559964,Female,55,1,40,0,1-2 Year,Yes,13763,168,3196
470589,Female,14,1,57,0,< 1 Year,Yes,21831,1120,1530
701471,Female,21,1,37,1,< 1 Year,No,14613,1064,833
536361,Male,21,1,18,1,< 1 Year,No,1315,1120,4029
605854,Male,34,1,20,0,1-2 Year,Yes,1315,868,5015
406375,Female,64,1,35,0,> 2 Years,Yes,18025,182,1632
531409,Male,17,1,15,1,< 1 Year,Yes,18001.5,1120,1020
685543,Female,17,1,35,1,< 1 Year,No,15407.5,1064,1989
399941,Male,36,1,35,0,1-2 Year,No,18136.5,1099,2210
618233,Female,38,1,53,0,1-2 Year,Yes,18234.5,868,4658
400385,Male,53,1,53,0,1-2 Year,Yes,13658,182,3774
216394,Female,14,1,53,1,< 1 Year,No,11933.5,1141,4386
598067,Female,16,1,40,1,< 1 Year,No,16937.5,1064,510
578994,Female,31,1,22,0,1-2 Year,Yes,17272.5,868,1241
331065,Male,54,1,35,0,> 2 Years,Yes,18457,182,476
618056,Male,41,1,54,1,1-2 Year,No,1315,1064,1734
414737,Male,67,1,35,0,1-2 Year,Yes,1315,854,1955
451195,Male,17,1,44,0,< 1 Year,Yes,20310,1064,2312
586541,Male,16,1,37,1,< 1 Year,No,15225,1064,4675
236391,Female,20,1,35,0,< 1 Year,No,21549,1064,612
414879,Male,67,1,16,0,> 2 Years,Yes,1315,182,425
631662,Male,37,1,53,0,1-2 Year,Yes,24607,182,4624
485276,Female,19,1,35,1,< 1 Year,No,22815.5,1064,3978
324625,Male,62,1,28,0,1-2 Year,Yes,15588,868,1156
645386,Female,71,1,35,1,1-2 Year,No,14173,182,2907
496892,Male,66,1,35,0,1-2 Year,Yes,29426.5,182,1598
219103,Male,60,1,35,0,1-2 Year,Yes,24641,854,2720
374987,Male,54,1,25,0,1-2 Year,Yes,1315,868,2805
356563,Male,16,1,22,1,< 1 Year,No,14240.5,1064,4913
449184,Female,27,1,43,1,1-2 Year,No,13768,1064,2873
323131,Female,19,1,22,0,< 1 Year,Yes,13442.5,1064,2924
659524,Male,37,1,48,0,1-2 Year,Yes,1315,868,884
461001,Male,59,1,35,0,1-2 Year,Yes,13039.5,868,2890
463286,Female,47,1,31,1,1-2 Year,No,14465,854,3009
305659,Male,38,1,36,0,1-2 Year,Yes,14453,182,2244
333890,Male,48,1,35,0,> 2 Years,Yes,13604,868,2363
341748,Male,19,1,15,1,< 1 Year,No,1315,1120,2482
643360,Female,16,1,19,1,< 1 Year,No,11993,1064,3247
641372,Female,37,1,53,0,1-2 Year,Yes,22283,868,3995
533457,Female,17,1,35,1,< 1 Year,No,24220,1064,1938
401453,Male,17,1,52,0,< 1 Year,Yes,11771.5,1064,4046
422874,Male,24,1,22,1,< 1 Year,No,15766,1064,2601
616810,Male,32,1,35,0,1-2 Year,Yes,23241,182,4199
260658,Male,18,1,57,1,< 1 Year,No,12410,1064,170
231174,Male,21,1,15,0,< 1 Year,No,14085,1064,3706
428151,Male,60,1,35,0,> 2 Years,Yes,23576,854,3961
546087,Male,59,1,35,0,> 2 Years,Yes,21802,182,3434
407599,Male,25,1,18,0,< 1 Year,Yes,1315,1064,4131
219090,Female,16,1,22,0,< 1 Year,No,12715,1120,4267
368987,Female,13,1,57,1,< 1 Year,No,23736,1120,1785
686898,Female,20,1,33,1,< 1 Year,No,1315,1064,1275
394290,Male,15,1,22,1,< 1 Year,No,21311.5,1064,561
311472,Female,16,1,9,1,< 1 Year,No,17866,1064,4182
371475,Female,32,1,18,0,1-2 Year,Yes,1315,1092,4216
347677,Female,15,1,43,1,< 1 Year,No,20777,1064,2805
296454,Female,17,1,32,0,< 1 Year,Yes,12156.5,1120,2873
301927,Female,16,1,48,1,< 1 Year,No,12791.5,1064,3859
239327,Male,29,1,35,0,1-2 Year,Yes,24887.5,1092,2227
474959,Male,32,1,35,0,1-2 Year,Yes,15097.5,182,4811
502633,Female,39,1,35,0,1-2 Year,Yes,19818,182,3162
262500,Female,31,1,22,0,1-2 Year,No,16674.5,1064,2720
410557,Female,28,1,27,1,1-2 Year,No,1315,203,1666
256708,Male,71,1,52,0,1-2 Year,Yes,19011.5,182,4675
518549,Female,29,1,35,0,1-2 Year,No,18156.5,868,765
653173,Female,18,1,36,0,< 1 Year,Yes,14504,1078,3961
701889,Female,18,1,57,1,< 1 Year,No,21671,1064,2040
495668,Male,29,1,53,1,1-2 Year,No,1315,1064,3995
284272,Female,25,1,27,0,< 1 Year,Yes,1315,868,1088
626010,Female,31,1,35,0,1-2 Year,Yes,1315,1106,238
380538,Male,31,1,35,0,1-2 Year,Yes,23055,868,748
568843,Male,28,1,55,0,1-2 Year,Yes,1315,868,4641
630542,Male,60,1,53,1,1-2 Year,No,13736,182,2074
443125,Female,46,1,48,1,1-2 Year,Yes,18463,868,2482
697163,Male,60,1,35,0,> 2 Years,Yes,21852.5,182,2057
357876,Female,63,1,28,1,1-2 Year,No,10964,868,2074
527191,Male,40,1,44,0,1-2 Year,Yes,16002.5,1078,2703
366651,Female,44,1,35,0,> 2 Years,Yes,1315,182,2397
653688,Female,29,1,35,0,1-2 Year,Yes,29016,91,3672
625436,Male,18,1,35,1,< 1 Year,No,19986,1064,1649
378126,Male,17,1,15,0,< 1 Year,Yes,19077.5,1064,1479
355296,Female,15,1,32,1,< 1 Year,No,10685.5,1120,1513
568898,Female,34,1,35,0,1-2 Year,Yes,18584,1029,1292
353252,Female,29,1,35,0,1-2 Year,Yes,16326,182,3944
544412,Male,29,1,48,0,1-2 Year,Yes,15674.5,182,3383
321525,Male,16,1,20,1,< 1 Year,No,15596.5,1064,4301
272059,Female,17,1,36,1,< 1 Year,No,24479.5,1064,1513
232850,Female,18,1,37,1,< 1 Year,No,15421.5,1064,2499
470044,Female,60,1,35,0,1-2 Year,Yes,31991.5,868,3995
440243,Female,14,1,43,0,< 1 Year,No,15017,1064,2890
487637,Male,48,1,19,0,1-2 Year,No,13483.5,868,2278
228210,Female,32,1,47,0,1-2 Year,Yes,1315,1099,1003
405421,Male,23,1,10,0,1-2 Year,Yes,12885,868,2924
433407,Female,27,1,48,0,1-2 Year,Yes,12769,868,425
296914,Male,29,1,48,1,1-2 Year,No,13466,1064,2941
445690,Female,15,1,53,1,< 1 Year,No,10800,1064,3944
576499,Female,68,1,35,1,1-2 Year,No,23184,875,3536
406052,Male,38,1,25,1,1-2 Year,No,15781.5,182,3468
580948,Female,29,1,35,1,1-2 Year,No,26209.5,182,4675
322114,Female,65,1,57,1,1-2 Year,No,22643,56,1360
492059,Female,35,1,42,0,1-2 Year,Yes,13906,182,544
472160,Female,41,1,10,0,1-2 Year,Yes,1315,1099,1479
581985,Male,24,1,36,1,< 1 Year,No,16968.5,1064,442
564953,Female,16,1,43,1,< 1 Year,No,25395,1064,4335
654702,Male,21,1,10,1,< 1 Year,No,11334,1064,2091
320818,Male,55,1,25,0,1-2 Year,Yes,1315,868,2363
504333,Female,17,1,15,0,< 1 Year,No,16313.5,1064,238
560911,Male,44,1,22,1,1-2 Year,No,14416.5,182,2465
477593,Female,15,1,10,0,< 1 Year,Yes,1315,1064,4539
685539,Male,28,1,15,1,1-2 Year,No,17429,182,3026
672943,Female,36,1,15,1,1-2 Year,No,1315,182,3927
221536,Female,21,1,35,1,< 1 Year,No,20853.5,1064,1564
703442,Male,33,1,35,0,1-2 Year,Yes,15733,182,1581
634351,Male,15,1,19,1,< 1 Year,No,1315,1120,204
465684,Female,17,1,35,0,< 1 Year,Yes,1315,1141,1190
669508,Female,21,1,17,1,< 1 Year,No,13263,1064,2108
238294,Male,35,1,35,1,1-2 Year,No,15369,868,1853
427895,Female,46,1,39,0,1-2 Year,No,14036.5,868,3791
700307,Male,34,1,35,0,1-2 Year,Yes,17388,182,4097
541908,Female,41,1,35,1,1-2 Year,No,16299.5,182,2686
529779,Male,47,1,35,0,1-2 Year,Yes,20598,91,391
274015,Male,42,1,35,1,1-2 Year,No,17376.5,1078,3298
334185,Female,21,1,35,1,< 1 Year,No,18856.5,1064,3094
563397,Female,30,1,34,0,1-2 Year,Yes,12797.5,1064,3247
693414,Male,58,1,37,1,1-2 Year,No,9105,1064,2006
575584,Female,63,1,37,1,1-2 Year,No,1315,182,4913
263535,Male,37,1,18,0,1-2 Year,Yes,16035.5,182,1853
544590,Female,42,1,15,1,1-2 Year,No,12450,1078,1360
255097,Female,16,1,39,1,< 1 Year,No,15021,1064,4658
446675,Female,60,1,45,0,1-2 Year,Yes,1315,1092,2040
641946,Female,41,1,45,0,1-2 Year,Yes,19618,182,2533
311579,Female,71,1,35,0,1-2 Year,Yes,28140,854,1955
442335,Male,27,1,50,0,1-2 Year,Yes,1315,868,544
257963,Female,34,1,57,1,1-2 Year,No,16301,126,4080
709675,Male,36,1,35,0,1-2 Year,Yes,17400.5,182,3383
399584,Male,17,1,10,0,< 1 Year,No,18941.5,1120,323
259173,Female,48,1,35,0,1-2 Year,Yes,22764,182,561
355814,Male,32,1,19,0,1-2 Year,Yes,13281.5,182,3842
563380,Female,16,1,44,1,< 1 Year,No,21982,1064,646
621740,Male,16,1,37,1,< 1 Year,No,18949.5,1064,4624
426739,Male,43,1,35,0,1-2 Year,Yes,19445,1141,1003
365038,Male,38,1,57,1,1-2 Year,No,18943,182,833
228868,Male,40,1,36,0,1-2 Year,Yes,15390,1141,3689
595010,Female,15,1,13,1,< 1 Year,No,17518,1064,2329
404040,Male,15,1,43,1,< 1 Year,Yes,15138.5,1064,323
356176,Female,62,1,57,1,1-2 Year,No,21049.5,448,3366
434314,Female,33,1,55,0,> 2 Years,Yes,1315,868,986
403576,Female,17,1,31,0,< 1 Year,No,21368.5,1064,3111
677336,Male,56,1,35,1,1-2 Year,No,20520,182,221
383783,Female,35,1,35,1,1-2 Year,No,19791,182,1207
555156,Male,35,1,48,0,1-2 Year,Yes,19102,182,204
421143,Female,38,1,35,0,1-2 Year,Yes,19275.5,1141,4539
663442,Female,14,1,37,1,< 1 Year,No,9194.5,1120,340
467214,Female,17,1,57,1,< 1 Year,No,15008.5,1064,3043
233004,Male,33,1,53,0,1-2 Year,Yes,23119,1141,2006
422794,Male,48,1,55,0,1-2 Year,Yes,1315,182,680
669893,Female,58,1,35,1,1-2 Year,No,16206,868,4607
205183,Female,17,1,20,1,< 1 Year,No,11752.5,1064,2890
498905,Male,14,1,33,0,< 1 Year,Yes,13545,1120,3825
232957,Female,62,1,18,0,1-2 Year,Yes,18544.5,182,646
575233,Male,15,1,53,1,< 1 Year,No,13556,1064,3672
270315,Female,16,1,35,0,< 1 Year,Yes,24945,1064,442
403262,Female,32,1,35,1,1-2 Year,No,33964,868,408
558869,Female,58,1,27,0,1-2 Year,Yes,1315,182,4233
642612,Male,26,1,25,0,1-2 Year,Yes,13536,1141,1122
232952,Female,16,1,48,0,< 1 Year,Yes,22125,1120,1887
561330,Male,25,1,18,1,< 1 Year,No,1315,1141,4947
493772,Male,34,1,42,0,1-2 Year,Yes,13761.5,868,4539
686081,Male,41,1,35,1,1-2 Year,No,14621,868,4845
709038,Female,16,1,37,1,< 1 Year,No,10202,1120,4692
541540,Male,34,1,35,0,1-2 Year,Yes,14288.5,1085,646
360905,Female,58,1,35,0,1-2 Year,Yes,27078.5,854,425
367438,Male,46,1,33,0,1-2 Year,Yes,14280.5,868,4182
341195,Male,46,1,53,0,1-2 Year,Yes,15284,182,527
680989,Male,32,1,35,0,1-2 Year,Yes,15235,854,3349
373523,Male,18,1,15,0,< 1 Year,Yes,21403,1064,4352
287747,Female,30,1,10,1,1-2 Year,No,1315,1064,1989
504993,Male,37,1,22,1,1-2 Year,No,16416,868,4845
549186,Male,18,1,53,1,< 1 Year,No,11988,1064,1700
322623,Female,22,1,15,0,< 1 Year,Yes,22158,1064,459
522960,Male,55,1,35,0,> 2 Years,Yes,18769,182,1734
321584,Male,37,1,35,0,1-2 Year,Yes,15568.5,868,918
524408,Male,34,1,35,0,1-2 Year,Yes,20280.5,182,2720
508171,Female,46,1,15,0,1-2 Year,No,23725.5,175,2193
587428,Male,47,1,35,1,1-2 Year,No,15558,868,3468
577464,Male,24,1,36,0,< 1 Year,No,14021.5,868,1564
516618,Female,38,1,53,0,1-2 Year,Yes,10327.5,182,918
300088,Female,20,1,56,0,< 1 Year,Yes,16697.5,1064,2142
437756,Male,28,1,35,0,1-2 Year,Yes,25610.5,868,2873
220772,Female,14,1,39,1,< 1 Year,No,11058.5,1120,867
707760,Male,16,1,53,1,< 1 Year,No,9897.5,1064,3570
264345,Female,37,1,48,1,1-2 Year,No,7045,952,4743
560542,Male,14,1,54,0,< 1 Year,Yes,16925.5,1120,3094
274844,Female,27,1,36,0,1-2 Year,Yes,12496.5,868,4182
699376,Female,21,1,15,1,< 1 Year,No,17336,182,2890
485723,Male,56,1,15,0,1-2 Year,Yes,1315,1064,4369
266745,Female,31,1,37,0,1-2 Year,Yes,19845,868,476
480808,Male,58,1,35,0,1-2 Year,Yes,21675.5,182,459
285992,Male,24,1,48,0,< 1 Year,Yes,11476.5,1078,1632
486013,Male,17,1,20,1,< 1 Year,No,11173.5,1064,799
545599,Female,15,1,37,0,< 1 Year,No,14607,1120,1768
462904,Female,16,1,22,1,< 1 Year,No,11954,1057,1173
346563,Male,17,1,53,0,< 1 Year,No,20580,1064,663
374496,Male,36,1,35,0,1-2 Year,Yes,17556.5,182,1156
348914,Male,17,1,43,0,< 1 Year,Yes,19631,1064,2227
486584,Female,18,1,48,1,< 1 Year,No,14592,1064,2584
346645,Male,35,1,35,0,1-2 Year,Yes,1315,868,1360
456597,Male,37,1,43,0,1-2 Year,Yes,27640.5,182,2448
472637,Male,44,1,59,1,1-2 Year,No,1315,868,3247
498269,Female,15,1,52,0,< 1 Year,Yes,14761.5,1064,1683
305342,Female,19,1,53,0,< 1 Year,Yes,18087.5,1064,1139
224951,Male,17,1,35,0,< 1 Year,Yes,22428.5,1064,3077
437382,Male,14,1,10,0,< 1 Year,Yes,22227,1120,3094
390570,Female,69,1,56,0,1-2 Year,Yes,21902.5,868,1224
226459,Female,21,1,33,0,1-2 Year,Yes,1315,1092,884
491161,Female,60,1,48,1,1-2 Year,Yes,18697.5,868,2176
535081,Female,26,1,44,0,< 1 Year,Yes,14698.5,1078,3621
486785,Female,16,1,47,1,< 1 Year,No,11925.5,1064,731
356858,Male,27,1,36,1,1-2 Year,No,1315,1064,2074
499266,Male,17,1,35,0,< 1 Year,Yes,22640.5,1064,2108
335904,Female,48,1,35,1,1-2 Year,No,14610,182,1105
582246,Female,17,1,38,1,< 1 Year,No,1315,1064,3009
537867,Male,24,1,10,0,1-2 Year,Yes,13957,868,1394
469120,Female,17,1,16,1,< 1 Year,No,19616,1064,2975
223054,Female,15,1,37,1,< 1 Year,No,15914.5,1064,4335
520803,Female,26,1,52,0,1-2 Year,Yes,13909,1099,2329
569086,Male,16,1,39,1,< 1 Year,No,16236,1064,2210
708532,Male,14,1,17,1,< 1 Year,No,16346,1120,4012
577772,Male,31,1,35,0,1-2 Year,Yes,21631,854,4896
384794,Male,27,1,13,0,1-2 Year,Yes,14279.5,1078,2227
398429,Female,34,1,35,0,1-2 Year,Yes,11827.5,854,2635
572980,Female,30,1,22,0,1-2 Year,Yes,17617.5,182,1972
